Rank,Gene,
6506,POLG,
6507,DMP1,
6508,LAMC3,
6509,DDX47,
6510,BAD,
6511,FKBP11,
6512,ZNF410,
6513,MIS18A,
6514,CLCN1,
6515,LRFN5,
6516,UQCRH,
6517,DPYSL3,
6518,SLC39A12,
6519,CALCOCO2,
6520,MRPL39,
6521,EIF4E2,
6522,ANLN,
6523,FBXO11,
6524,CACNA2D2,
6525,TRIM37,
6526,KCNC3,
6527,NME6,
6528,ABCF2,
6529,SLC17A6,
6530,PVR,
6531,VGLL2,
6532,PTCRA,
6533,HOXA13,
6534,PDCD10,
6535,TRMT1,
6536,RPS27L,
6537,SLC8A1,
6538,NAGA,
6539,MRPS16,
6540,DAZAP1,
6541,AFTPH,
6542,SCPEP1,
6543,NRROS,
6544,POU2AF1,
6545,TMPRSS15,
6546,ORC3,
6547,RBM22,
6548,CLDN2,
6549,NAALADL2,
6550,PPP2R2D,
6551,TTC13,
6552,GRIN3A,
6553,MAP1A,
6554,NEK9,
6555,DYNC1I1,
6556,WIPI1,
6557,BCAP29,
6558,PACSIN1,
6559,PGK2,
6560,PRODH,
6561,SLC26A6,
6562,PEX19,
6563,MRPS11,
6564,HIST1H2BF,
6565,PRRX1,
6566,BRSK1,
6567,DDX10,
6568,FOXE1,
6569,SERPINA10,
6570,KHK,
6571,PKN3,
6572,GNL2,
6573,RPE65,
6574,PUS7,
6575,SFTPD,
6576,TRIB2,
6577,CCAR2,
6578,CACNB3,
6579,CEL,
6580,DCAF13,
6581,RNF41,
6582,STT3B,
6583,RPH3A,
6584,NUP155,
6585,OPTC,
6586,HSCB,
6587,MYO1D,
6588,RBM20,
6589,PPP2R5B,
6590,EYA1,
6591,LRRC8D,
6592,LRTM1,
6593,ARPC2,
6594,CSTF1,
6595,RSRC1,
6596,ZRANB2,
6597,RIPK3,
6598,TBCD,
6599,ISYNA1,
6600,CNOT4,
6601,TXNL4A,
6602,UNC5B,
6603,MYPN,
6604,ALDH4A1,
6605,SSR1,
6606,LRRC70,
6607,CENPL,
6608,JARID2,
6609,DLX3,
6610,LHX8,
6611,HEXIM1,
6612,DNAJC5,
6613,H2BFM,
6614,PIPOX,
6615,EPYC,
6616,HIST1H2AC,
6617,SOST,
6618,LRRC52,
6619,XRRA1,
6620,C1GALT1,
6621,SLC25A39,
6622,ST3GAL2,
6623,RBM10,
6624,UBXN2A,
6625,PHOX2A,
6626,CENPK,
6627,RP11-512M8.5,
6628,OCA2,
6629,CCNT2,
6630,IGFBP7,
6631,SEPT5,
6632,NDUFV1,
6633,CAMK1G,
6634,CHRNA1,
6635,UBR2,
6636,DLK2,
6637,POLR3E,
6638,LDHAL6A,
6639,RXRB,
6640,NDUFB10,
6641,H2BFWT,
6642,DLST,
6643,MST1,
6644,SPC24,
6645,FHL1,
6646,SLC22A3,
6647,SERPINB1,
6648,CECR1,
6649,KIAA1033,
6650,TXNDC11,
6651,PAM,
6652,TEF,
6653,CETN1,
6654,AGXT,
6655,BORA,
6656,MAT2B,
6657,HUNK,
6658,CPLX1,
6659,LRRC8E,
6660,H1FX,
6661,AKAP10,
6662,SLC39A7,
6663,FEV,
6664,HOXD10,
6665,LRRIQ4,
6666,PNMA2,
6667,PPCS,
6668,PIK3R4,
6669,LRRC8B,
6670,ARHGAP17,
6671,MAP4K2,
6672,PKD2L2,
6673,TNFRSF25,
6674,KCNQ3,
6675,MXRA5,
6676,FOXD4,
6677,EGFLAM,
6678,MMACHC,
6679,IL4I1,
6680,TAF6L,
6681,USE1,
6682,HOXB13,
6683,GIT1,
6684,CKS2,
6685,LRRC10B,
6686,TRMT11,
6687,RP11-411B6.6,
6688,FLI1,
6689,FHL3,
6690,NTHL1,
6691,KLHL22,
6692,GSC,
6693,CARTPT,
6694,CILP2,
6695,DCLRE1B,
6696,PROM2,
6697,PNMAL2,
6698,IMMT,
6699,STRADA,
6700,ORC6,
6701,GLCE,
6702,GPSM2,
6703,IL17RC,
6704,IL31RA,
6705,ZFHX3,
6706,ATP5D,
6707,REPS2,
6708,UTF1,
6709,VARS2,
6710,BLVRB,
6711,AFM,
6712,USP39,
6713,SLC1A4,
6714,LRRN2,
6715,SLC6A2,
6716,CLVS2,
6717,SF3B6,
6718,PDXP,
6719,WDR74,
6720,SPDL1,
6721,IGDCC4,
6722,TKTL1,
6723,NISCH,
6724,DUSP23,
6725,HEXB,
6726,TTPAL,
6727,MBOAT4,
6728,IL16,
6729,HOXC11,
6730,ALDH7A1,
6731,TM7SF2,
6732,MIEF1,
6733,FOXD4L5,
6734,MFHAS1,
6735,UNC45A,
6736,FOXD4L1,
6737,TEKT1,
6738,GTF3C1,
6739,NMT2,
6740,UHRF1BP1,
6741,OAZ3,
6742,STMN1,
6743,GUCY1B3,
6744,MEI1,
6745,SERPINB8,
6746,CDK11A,
6747,SMU1,
6748,EID2B,
6749,MCRS1,
6750,POU2F2,
6751,PIK3C2G,
6752,UNC93B1,
6753,PIGA,
6754,KCTD17,
6755,CCZ1B,
6756,CYP27A1,
6757,LRFN3,
6758,BZRAP1,
6759,DIAPH3,
6760,CNDP1,
6761,GUCY1A3,
6762,SMIM7,
6763,NSMCE4A,
6764,MMAB,
6765,FCHO1,
6766,IDH3B,
6767,C1QB,
6768,DDHD2,
6769,SS18,
6770,DSC2,
6771,HOXD12,
6772,PSD4,
6773,BAIAP2,
6774,CHMP1B,
6775,PKHD1,
6776,GRIK3,
6777,SARNP,
6778,LRTM2,
6779,NT5M,
6780,ACTR8,
6781,HARS2,
6782,PODN,
6783,LYST,
6784,ARR3,
6785,CHMP6,
6786,ZEB2,
6787,THBS3,
6788,PODNL1,
6789,DNAJC18,
6790,NOB1,
6791,S100A1,
6792,CEP131,
6793,RCHY1,
6794,SLC47A1,
6795,SNX18,
6796,IFIT5,
6797,DNAH11,
6798,DIRC2,
6799,NUP54,
6800,RP11-577H5.5,
6801,USP26,
6802,CLGN,
6803,SPTBN4,
6804,LTV1,
6805,SCN9A,
6806,GALC,
6807,CHADL,
6808,MYBPC1,
6809,LRIT2,
6810,MPHOSPH10,
6811,FOXE3,
6812,CDON,
6813,RP11-20I23.1,
6814,ACR,
6815,AANAT,
6816,KLHL9,
6817,LBX1,
6818,CRIM1,
6819,DNAH9,
6820,KIF25,
6821,ELL2,
6822,SRPX2,
6823,AGPAT2,
6824,ARRDC3,
6825,CENPJ,
6826,PDE6D,
6827,CACNG1,
6828,MFN1,
6829,WBSCR22,
6830,HOXC9,
6831,MZF1,
6832,CHRNB4,
6833,LIPF,
6834,AC006538.4,
6835,USP19,
6836,CAMKK2,
6837,GBGT1,
6838,SERPINB7,
6839,NOTUM,
6840,TXNL1,
6841,LRRD1,
6842,FGD3,
6843,DTX3L,
6844,HCN4,
6845,SOCS6,
6846,RNF4,
6847,PLA2G2E,
6848,ETNK1,
6849,DOCK8,
6850,CSDE1,
6851,NT5C3A,
6852,EXOSC4,
6853,UBE2J2,
6854,ASGR1,
6855,PRIM1,
6856,CPNE9,
6857,POFUT1,
6858,RNF186,
6859,OSBPL5,
6860,CARNS1,
6861,SEC14L6,
6862,RIMS1,
6863,CASP5,
6864,TBX4,
6865,NUDT12,
6866,IPO4,
6867,DMWD,
6868,GINS2,
6869,DCXR,
6870,KCNC2,
6871,LINGO4,
6872,LRRC53,
6873,LRRC63,
6874,FOXD4L3,
6875,TSHZ1,
6876,VPS37B,
6877,POLR2J3,
6878,SETDB2,
6879,PAK1IP1,
6880,POLD3,
6881,DDX28,
6882,BRAP,
6883,GRPEL2,
6884,KLHL21,
6885,DQX1,
6886,HIST2H2AA3,
6887,NUBP2,
6888,BMS1,
6889,TDP1,
6890,ASNA1,
6891,TRPC5,
6892,WDR75,
6893,RBM5,
6894,KIAA2013,
6895,FOXJ1,
6896,SLC3A1,
6897,ERRFI1,
6898,SNX16,
6899,ALG11,
6900,RPS17,
6901,OFD1,
6902,PMF1-BGLAP,
6903,SOX6,
6904,MECP2,
6905,HELQ,
6906,TUT1,
6907,CDK20,
6908,ATF5,
6909,RFFL,
6910,AQP5,
6911,MEFV,
6912,IRX4,
6913,VMA21,
6914,RASAL2,
6915,MTRF1L,
6916,CA4,
6917,TXNDC17,
6918,WDR48,
6919,ADK,
6920,EFNB3,
6921,ABCA2,
6922,CIAO1,
6923,SMYD2,
6924,DDHD1,
6925,TNKS2,
6926,SENP5,
6927,GOLGA8T,
6928,EHF,
6929,SUPT3H,
6930,GGCT,
6931,LMO3,
6932,MYOT,
6933,TRERF1,
6934,FOXD4L4,
6935,USP22,
6936,NUFIP1,
6937,TAF12,
6938,PSMB9,
6939,ABCC6,
6940,SERPINB9,
6941,SLC6A1,
6942,KLHL13,
6943,GJB2,
6944,RASIP1,
6945,TNFRSF9,
6946,MRPL12,
6947,HIST1H2AA,
6948,ALDOB,
6949,CHRNA3,
6950,NEDD1,
6951,SAMHD1,
6952,CTNNBL1,
6953,WNK1,
6954,MGA,
6955,RAX,
6956,DGKZ,
6957,RAB32,
6958,NR6A1,
6959,TNFRSF10D,
6960,PSMB8,
6961,ASAP1,
6962,SLC27A6,
6963,RPL37,
6964,COL13A1,
6965,TFG,
6966,XYLT1,
6967,RNF14,
6968,CITED2,
6969,AICDA,
6970,DUSP12,
6971,AP000304.12,
6972,COL12A1,
6973,GCM1,
6974,PDZK1,
6975,PSMC3IP,
6976,CNGA3,
6977,HSD17B12,
6978,MCF2L,
6979,EHD2,
6980,DTL,
6981,SENP8,
6982,ISL2,
6983,ARIH2,
6984,LAMTOR1,
6985,NRIP2,
6986,GRID2,
6987,NKX2-6,
6988,STK16,
6989,ABCF3,
6990,ERP27,
6991,TNIK,
6992,PRAME,
6993,TST,
6994,EIF1AX,
6995,POLR3G,
6996,HBD,
6997,DAZAP2,
6998,RNH1,
6999,DYRK4,
7000,ACSS1,
7001,NT5C2,
7002,SLBP,
7003,MSL1,
7004,RB1CC1,
7005,ARID3A,
7006,ACOX2,
7007,SIRPA,
7008,NLGN1,
7009,TLX1,
7010,SENP6,
7011,ODC1,
7012,CTSZ,
7013,PRPF31,
7014,YIF1A,
7015,NDUFB9,
7016,PFKP,
7017,HOXC13,
7018,MRPS22,
7019,SLC39A13,
7020,GLUD2,
7021,FCER1G,
7022,EMILIN1,
7023,ARHGAP29,
7024,ACSBG1,
7025,MPPED1,
7026,ALG6,
7027,MYO1B,
7028,EIF5AL1,
7029,DNAH17,
7030,B3GNT3,
7031,TARS2,
7032,TRAF3IP1,
7033,CD47,
7034,BATF2,
7035,LAPTM4A,
7036,COPS4,
7037,BAAT,
7038,KCNF1,
7039,PTMA,
7040,CUL7,
7041,NDUFV2,
7042,MAP3K6,
7043,UTP3,
7044,SYF2,
7045,RUNDC3B,
7046,TRAPPC12,
7047,B9D1,
7048,KLRG1,
7049,ACSL5,
7050,ABCC5,
7051,REXO4,
7052,PACSIN2,
7053,KCNJ8,
7054,NUP88,
7055,TOX3,
7056,RAB4B,
7057,MGST3,
7058,HS6ST2,
7059,NAA50,
7060,CACNG4,
7061,DGCR14,
7062,HENMT1,
7063,WDR7,
7064,KCNK3,
7065,SPRY1,
7066,KCTD19,
7067,MPHOSPH8,
7068,TKTL2,
7069,IGSF10,
7070,MCCC1,
7071,USP28,
7072,G6PD,
7073,CETN2,
7074,FOXO6,
7075,TMTC1,
7076,IDO1,
7077,AGR3,
7078,NUP210,
7079,GDF6,
7080,SLC18A3,
7081,LOR,
7082,SLC32A1,
7083,DAPK2,
7084,KLHL42,
7085,NSDHL,
7086,ARPC5,
7087,HIST1H1E,
7088,PAEP,
7089,MTAP,
7090,NRXN3,
7091,SNRNP40,
7092,SPATA6,
7093,PABPN1L,
7094,SSSCA1,
7095,CCL13,
7096,DFFB,
7097,MYO1F,
7098,B4GAT1,
7099,CLCNKB,
7100,CRTC2,
7101,SLC14A1,
7102,TBXAS1,
7103,LTBR,
7104,NTN3,
7105,NAT2,
7106,HEXIM2,
7107,CEP152,
7108,EIF3J,
7109,ROR1,
7110,PRKAB1,
7111,TOR1A,
7112,LIPE,
7113,LUC7L2,
7114,KIDINS220,
7115,GCDH,
7116,RSL1D1,
7117,SURF6,
7118,BLOC1S6,
7119,ATF7IP,
7120,ACSS2,
7121,NKX2-8,
7122,CYP2S1,
7123,GAB4,
7124,ZNF503,
7125,OSTM1,
7126,NPHS2,
7127,MPV17,
7128,MICALL1,
7129,EID3,
7130,CACNG6,
7131,ELP4,
7132,ZFYVE9,
7133,CYP2J2,
7134,SORD,
7135,CDK2AP1,
7136,MED22,
7137,DUS3L,
7138,MYEF2,
7139,UROS,
7140,ZNF622,
7141,ACADS,
7142,DTX4,
7143,ASPH,
7144,SFI1,
7145,CYP21A2,
7146,SCLY,
7147,TSSK1B,
7148,PALB2,
7149,PPP2R3B,
7150,GSTA2,
7151,MRPL53,
7152,MYLK2,
7153,SH2B3,
7154,KCTD2,
7155,AKAP7,
7156,DNAJB12,
7157,CRYZL1,
7158,GALNT12,
7159,ERF,
7160,ANKRD1,
7161,TAB3,
7162,NPC2,
7163,NKD1,
7164,CCZ1,
7165,NDUFB11,
7166,TRIM25,
7167,RASGRP1,
7168,UBR7,
7169,NBEAL2,
7170,DDX59,
7171,SLC22A7,
7172,ST6GALNAC5,
7173,PCMTD2,
7174,RHPN2,
7175,G3BP2,
7176,ITGB1BP1,
7177,MGRN1,
7178,PPP1R16A,
7179,MTCH2,
7180,CDK5RAP2,
7181,SLX4,
7182,G6PC,
7183,TNPO2,
7184,PHF21A,
7185,MRPS6,
7186,CATSPER1,
7187,FAXDC2,
7188,SLC22A8,
7189,ZER1,
7190,CTC-273B12.7,
7191,FCGR3A,
7192,EIF2B1,
7193,ID1,
7194,ARL6IP1,
7195,AIP,
7196,TTBK1,
7197,COPS7A,
7198,CEBPE,
7199,KANK1,
7200,NANP,
7201,SYMPK,
7202,PLXNA3,
7203,HGFAC,
7204,ANKRD17,
7205,ACPP,
7206,RPGR,
7207,RABGGTA,
7208,WDR64,
7209,SLC4A7,
7210,INHBA,
7211,KCTD13,
7212,GABRG2,
7213,DHCR24,
7214,GFI1B,
7215,CABIN1,
7216,SPESP1,
7217,EAPP,
7218,GNL1,
7219,IL27,
7220,TRIM21,
7221,PF4V1,
7222,ADD2,
7223,TAF11,
7224,SS18L1,
7225,MLANA,
7226,TMF1,
7227,TCF15,
7228,CLCN5,
7229,PSD2,
7230,ALDH9A1,
7231,ALG12,
7232,TSPY10,
7233,SFRP4,
7234,IL10RB,
7235,ARFGAP2,
7236,PDE3A,
7237,SF3B5,
7238,DNAAF2,
7239,BBS1,
7240,DCP1B,
7241,MAP4K5,
7242,CHCHD4,
7243,SLX1A,
7244,KCNJ10,
7245,PSD3,
7246,UTP20,
7247,PDILT,
7248,ST8SIA2,
7249,PHAX,
7250,PPP2R3A,
7251,TBL1Y,
7252,DGKB,
7253,DSG3,
7254,KIR2DL4,
7255,CDH15,
7256,ZBTB11,
7257,NIN,
7258,KRI1,
7259,SBF2,
7260,CEP57,
7261,GCC2,
7262,PRSS8,
7263,TCEAL3,
7264,UBA5,
7265,GXYLT1,
7266,ECHS1,
7267,POU3F1,
7268,CADPS2,
7269,HAT1,
7270,RGS12,
7271,SIX5,
7272,PLCL1,
7273,LIN9,
7274,THOC2,
7275,SLC1A6,
7276,TAP2,
7277,SHOX,
7278,MBNL2,
7279,MOCS2,
7280,SMARCD2,
7281,GPD2,
7282,IPO7,
7283,FOXD2,
7284,CTRC,
7285,NEGR1,
7286,PPP1R16B,
7287,STH,
7288,SMARCAD1,
7289,WHSC1L1,
7290,ERGIC3,
7291,SH3YL1,
7292,ADA,
7293,SLC6A18,
7294,BMP10,
7295,SAP130,
7296,GEMIN5,
7297,CEP192,
7298,ANKRD2,
7299,LUC7L,
7300,KCTD10,
7301,ZRANB3,
7302,MYLIP,
7303,FOXN2,
7304,BRK1,
7305,USP24,
7306,NINL,
7307,CTSV,
7308,SLC17A1,
7309,SUB1,
7310,FTHL17,
7311,MAK16,
7312,CMSS1,
7313,MYL4,
7314,PPP1R11,
7315,PHC3,
7316,CLPTM1L,
7317,TFDP3,
7318,UTP14C,
7319,BHLHA15,
7320,ADAM8,
7321,STXBP5,
7322,DYX1C1,
7323,TTC12,
7324,SPICE1,
7325,DNAH5,
7326,SLX1B,
7327,KLHL20,
7328,NRL,
7329,DOK2,
7330,PEX11A,
7331,CLEC2A,
7332,AIPL1,
7333,CCT8L2,
7334,EFNA4,
7335,GORAB,
7336,VPREB1,
7337,PPAN-P2RY11,
7338,CEP76,
7339,PEX14,
7340,PAX1,
7341,TSPAN14,
7342,INPP4A,
7343,TIMM17A,
7344,CPSF3L,
7345,CACNG5,
7346,TDO2,
7347,AMACR,
7348,PDHX,
7349,DTNB,
7350,PRDM6,
7351,CELF6,
7352,PGGT1B,
7353,DOCK4,
7354,RHPN1,
7355,PLPP2,
7356,CLCN4,
7357,NDUFC2-KCTD14,
7358,AGBL4,
7359,ZNF705G,
7360,KCNH6,
7361,FPGS,
7362,WBSCR27,
7363,CPNE4,
7364,ANO6,
7365,PIGU,
7366,TBC1D24,
7367,YIF1B,
7368,HPR,
7369,KLHL8,
7370,PRDM8,
7371,SLC44A3,
7372,EHBP1,
7373,NIF3L1,
7374,DDX55,
7375,SALL3,
7376,MAGEA1,
7377,SYT11,
7378,SUFU,
7379,PNMT,
7380,ALG5,
7381,WIF1,
7382,SULF1,
7383,FBLN5,
7384,AHSA1,
7385,TTC27,
7386,NPAT,
7387,PPP2R3C,
7388,SYNM,
7389,NAAA,
7390,RPIA,
7391,CERS6,
7392,USP12,
7393,AGR2,
7394,FOXN3,
7395,MPPE1,
7396,CREBZF,
7397,PARN,
7398,TMED3,
7399,BHMT,
7400,NOL3,
7401,SNAP47,
7402,NTNG1,
7403,HKDC1,
7404,STK40,
7405,MMP20,
7406,AGBL5,
7407,PAN2,
7408,MYO1H,
7409,FAM155B,
7410,CCDC14,
7411,CTBS,
7412,HBE1,
7413,PLA2G2C,
7414,PACRG,
7415,FBLN2,
7416,SAMM50,
7417,HIVEP2,
7418,HCN2,
7419,PLPP1,
7420,CYP2A13,
7421,ECHDC1,
7422,TOMM34,
7423,CERS2,
7424,IRAK1BP1,
7425,UTP11L,
7426,COX6C,
7427,NACA,
7428,USP53,
7429,FCGR2B,
7430,BCAS3,
7431,STAC,
7432,F8,
7433,MRRF,
7434,SH2D1A,
7435,OTUB1,
7436,NMNAT1,
7437,YOD1,
7438,ACOT8,
7439,SAR1A,
7440,RRP8,
7441,NFIX,
7442,NCOA5,
7443,RARS2,
7444,POU4F2,
7445,COQ6,
7446,LSM10,
7447,CDC20B,
7448,ZNF699,
7449,ZCCHC4,
7450,HIVEP3,
7451,ZHX2,
7452,NGDN,
7453,DSCAML1,
7454,SLC9B1,
7455,ST13,
7456,AGL,
7457,PSAT1,
7458,SDHD,
7459,NENF,
7460,SIX6,
7461,METAP1,
7462,CUX1,
7463,MANF,
7464,GALNT14,
7465,IST1,
7466,PNPLA3,
7467,GIT2,
7468,PROCR,
7469,DNAH7,
7470,MEIS3,
7471,ZNF705D,
7472,ZFP57,
7473,GLRX2,
7474,TTBK2,
7475,NT5C1A,
7476,MEPCE,
7477,RTCA,
7478,MASP2,
7479,DDI2,
7480,KIR3DL1,
7481,ADSSL1,
7482,MICAL1,
7483,SLC23A1,
7484,MCM3AP,
7485,BLOC1S1,
7486,EXOSC1,
7487,HEATR1,
7488,ALDOC,
7489,SLCO4A1,
7490,ZNF705B,
7491,ZNF705A,
7492,AC013461.1,
7493,DNAJB14,
7494,PIP5KL1,
7495,MKL1,
7496,WNK4,
7497,SPINK7,
7498,FARSA,
7499,ADPRH,
7500,FSHB,
7501,DIS3L2,
7502,RPP40,
7503,PRPH2,
7504,MAFF,
7505,TMEM31,
7506,FGFR1OP2,
7507,MOS,
7508,HNMT,
7509,MT-ATP8,
7510,HACD2,
7511,PIN4,
7512,HCCS,
7513,AHI1,
7514,EIF4E3,
7515,GRAMD3,
7516,FTSJ2,
7517,FXYD2,
7518,MEPE,
7519,IMPA1,
7520,SLC14A2,
7521,CEP72,
7522,CPA6,
7523,DDR1,
7524,EVL,
7525,GNB1L,
7526,COL23A1,
7527,AZIN1,
7528,RSPH14,
7529,CTNNBIP1,
7530,PNMA1,
7531,NPAS4,
7532,KIR3DL2,
7533,KIR3DL3,
7534,GMPPA,
7535,ALDH3A1,
7536,NFIA,
7537,CLN6,
7538,TNKS,
7539,DCTN4,
7540,MUC4,
7541,KCNQ4,
7542,LZTFL1,
7543,ZC3H11A,
7544,SYT12,
7545,IRX3,
7546,PGM2L1,
7547,AP002884.2,
7548,PXK,
7549,TSPYL6,
7550,CELA1,
7551,MAGED4,
7552,NACA2,
7553,PTPN5,
7554,VPS37A,
7555,AMOT,
7556,MYLK4,
7557,WARS,
7558,B3GALT6,
7559,MCMDC2,
7560,ADAMTS2,
7561,PAGE2B,
7562,NMNAT2,
7563,ASPM,
7564,DCAF6,
7565,LARP1,
7566,PEF1,
7567,YTHDF2,
7568,LHX6,
7569,ORC4,
7570,RP11-618P17.4,
7571,GALNT1,
7572,DESI2,
7573,KLF10,
7574,EYS,
7575,MCOLN2,
7576,DIO2,
7577,PPIP5K2,
7578,CELF4,
7579,PANK1,
7580,LMTK2,
7581,PPRC1,
7582,UVRAG,
7583,FANCF,
7584,IDH3G,
7585,PFN4,
7586,AMPD1,
7587,ISG20L2,
7588,PLIN3,
7589,TARSL2,
7590,DHDDS,
7591,HOOK1,
7592,PDHA2,
7593,PAAF1,
7594,DNAH3,
7595,ARHGAP22,
7596,DCTD,
7597,SERPINB3,
7598,FBXL5,
7599,DNAH1,
7600,C3orf58,
7601,DDX19B,
7602,BRD9,
7603,SAP25,
7604,MMADHC,
7605,SRPK3,
7606,PNCK,
7607,USP16,
7608,HABP4,
7609,AGBL1,
7610,INHA,
7611,RHBDF2,
7612,RRP15,
7613,RCAN3,
7614,SNRNP35,
7615,HOXB4,
7616,SKA1,
7617,IK,
7618,NELFA,
7619,HS3ST1,
7620,ABHD10,
7621,LTBP1,
7622,CD151,
7623,PEG3,
7624,ENY2,
7625,LIPN,
7626,BMP3,
7627,TRAM1,
7628,EPB41L2,
7629,PSMG3,
7630,SLC7A8,
7631,PTPRA,
7632,GCNT2,
7633,FAAH,
7634,SYNPO,
7635,TRMT6,
7636,SLC35A1,
7637,CETN3,
7638,TCEB3,
7639,DNAJC8,
7640,KLHL7,
7641,REG3A,
7642,NDUFS4,
7643,PRDM2,
7644,CSN2,
7645,ZFPL1,
7646,HIST1H2AJ,
7647,TNP1,
7648,TIMM17B,
7649,LMO7,
7650,FGD2,
7651,ST5,
7652,VNN1,
7653,BRDT,
7654,WWC3,
7655,TBC1D31,
7656,PARVB,
7657,STK33,
7658,TRNAU1AP,
7659,RUSC1,
7660,CDH9,
7661,NSMCE1,
7662,COL15A1,
7663,MBOAT1,
7664,RMI2,
7665,CHPF,
7666,SNX33,
7667,HIST2H2AB,
7668,ICK,
7669,TCERG1,
7670,RNF103-CHMP3,
7671,GPRASP2,
7672,OTOF,
7673,STK36,
7674,ADI1,
7675,ASL,
7676,NXF3,
7677,NAPRT,
7678,PAFAH1B3,
7679,ZNF217,
7680,CERS4,
7681,NDUFS2,
7682,TMCO3,
7683,LARGE,
7684,TEX11,
7685,DDX49,
7686,FABP5,
7687,NXF5,
7688,CD207,
7689,SCN3B,
7690,SEPSECS,
7691,LMF1,
7692,HPSE2,
7693,MCFD2,
7694,UNC5A,
7695,MAGED1,
7696,NDUFA4,
7697,PDE6G,
7698,HES4,
7699,PACSIN3,
7700,ADGRL3,
7701,TTI1,
7702,LONP2,
7703,AKAP6,
7704,LPCAT1,
7705,DSC1,
7706,RNF31,
7707,GSTT2B,
7708,CHRNA5,
7709,PPP1R8,
7710,ZNF148,
7711,SLC25A31,
7712,RBPMS,
7713,GRHL3,
7714,CDH11,
7715,ZFP36L1,
7716,TRAPPC3L,
7717,CAPNS1,
7718,ATP1B4,
7719,TBC1D13,
7720,TRMT1L,
7721,TRIM29,
7722,BIRC8,
7723,MTHFD2,
7724,HOXB8,
7725,COL21A1,
7726,GALNT6,
7727,ABCD3,
7728,LDB2,
7729,SRGAP3,
7730,UHRF2,
7731,PRICKLE3,
7732,HIST1H2AE,
7733,BTAF1,
7734,FADS1,
7735,HSPB6,
7736,MOSPD3,
7737,SNTB2,
7738,BRD2,
7739,NFE2L1,
7740,METTL17,
7741,TMTC3,
7742,TMED6,
7743,AMMECR1,
7744,ARPC3,
7745,FTMT,
7746,CSHL1,
7747,HOXC12,
7748,RPL36A,
7749,TRMT61A,
7750,DNAJB2,
7751,HERC1,
7752,KCNA6,
7753,MUL1,
7754,KCNH1,
7755,RALGAPA1,
7756,GALNT13,
7757,RGPD6,
7758,TBC1D12,
7759,ADIPOR2,
7760,CCDC62,
7761,IGSF8,
7762,GEMIN6,
7763,DNAJB13,
7764,COX15,
7765,DSC3,
7766,PGAP1,
7767,RPL39L,
7768,CBFA2T3,
7769,DDO,
7770,CHRNA2,
7771,TDP2,
7772,SDCCAG8,
7773,CD1C,
7774,ACY1,
7775,FGL2,
7776,TRIM45,
7777,PIGK,
7778,NAP1L5,
7779,XPO6,
7780,ESRP2,
7781,TEX33,
7782,CD1D,
7783,EIF4H,
7784,CEACAM1,
7785,SSNA1,
7786,ADAM19,
7787,USP5,
7788,TOMM20L,
7789,KANSL1,
7790,SRP9,
7791,MRPL17,
7792,ZBTB7A,
7793,PAICS,
7794,CYP39A1,
7795,FBXO7,
7796,CEP250,
7797,HECW2,
7798,MAPKAPK3,
7799,ENTPD5,
7800,SDR42E1,
7801,DTX3,
7802,FKBPL,
7803,SLCO2B1,
7804,PSAPL1,
7805,HOXA5,
7806,EIF3M,
7807,DENR,
7808,RNASE3,
7809,TRAPPC10,
7810,DCT,
7811,PLXNB3,
7812,YIPF3,
7813,MTF1,
7814,GLTSCR2,
7815,SAP30BP,
7816,SPG11,
7817,ACTR6,
7818,FBP2,
7819,EPT1,
7820,ACADVL,
7821,TMBIM6,
7822,AKT1S1,
7823,AOC2,
7824,PRPS2,
7825,RNASEH1,
7826,ABHD5,
7827,KIF16B,
7828,CLK2,
7829,PGP,
7830,HEG1,
7831,VRK3,
7832,ADRBK2,
7833,RNF146,
7834,UFM1,
7835,UBE4A,
7836,RP11-140L24.4,
7837,LARS2,
7838,HOXA2,
7839,PATL1,
7840,FOXK2,
7841,NDUFB6,
7842,PTPRD,
7843,ARHGAP24,
7844,TAP1,
7845,PFDN1,
7846,NACAD,
7847,RP11-849F2.7,
7848,C10orf2,
7849,ZNF608,
7850,SP5,
7851,LRRFIP2,
7852,ULK2,
7853,USP48,
7854,FUT5,
7855,GMPR2,
7856,PAFAH1B2,
7857,MSGN1,
7858,ECI2,
7859,DLGAP5,
7860,CES2,
7861,MFAP1,
7862,CNTRL,
7863,TPD52,
7864,THOC5,
7865,ADAM2,
7866,RCVRN,
7867,MGLL,
7868,AACS,
7869,RMI1,
7870,ASB2,
7871,B4GALNT1,
7872,USP37,
7873,SMOC1,
7874,ACIN1,
7875,SLURP1,
7876,BNIP3,
7877,LSM4,
7878,CD53,
7879,SLC2A5,
7880,ERLIN1,
7881,MTRF1,
7882,EPC2,
7883,PPIH,
7884,SPRTN,
7885,SLC16A1,
7886,GRK4,
7887,NIPBL,
7888,COX18,
7889,TRAF3IP2,
7890,GPAM,
7891,ISY1,
7892,RRP36,
7893,NDUFS6,
7894,TMEM43,
7895,RBM15,
7896,C14orf1,
7897,FBXO9,
7898,NUCB2,
7899,DHX33,
7900,ZIC4,
7901,DNAH6,
7902,LONP1,
7903,SULT1A1,
7904,RANBP3,
7905,EXOSC2,
7906,ABCD4,
7907,KIF14,
7908,TIMM44,
7909,DNAH10,
7910,IGFBP4,
7911,NDUFB4,
